csv,version,i,rowCount,Time (sec),Query,errorBound,Query Result,Query Result Sum
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,0,1,256.590116807,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.99 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.94 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.745 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.77 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=50882999, min=0.0000, max=400.0000, sum=577650087.2219, mean=11.3525, sumOfSquares=NaN}}",{12=5.77650087221878E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,1,1,16.689052059,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.9965 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.9465 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.74825 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.77325 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=61050478, min=0.0000, max=400.0000, sum=691785375.3120, mean=11.3314, sumOfSquares=NaN}}",{12=6.917853753120356E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,2,1,16.334516827,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.9895 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.93951 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.75175 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.776752 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=51024908, min=0.0000, max=400.0000, sum=572406401.6216, mean=11.2182, sumOfSquares=NaN}}",{12=5.724064016215575E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,3,1,16.298067843,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.9895 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.93951 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.7495 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.7745 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=51311256, min=0.0000, max=400.0000, sum=578739184.2317, mean=11.2790, sumOfSquares=NaN}}",{12=5.787391842316953E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,4,1,16.292181817,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.983505 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.93351 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.7525 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.7775 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=42232347, min=0.0000, max=400.0000, sum=467825625.3112, mean=11.0774, sumOfSquares=NaN}}",{12=4.6782562531117094E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,5,1,16.13667183,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.977005 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.92701 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.74925 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.77425 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=29559883, min=0.0000, max=400.0000, sum=324792791.7508, mean=10.9876, sumOfSquares=NaN}}",{12=3.247927917508007E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,6,1,16.119176423,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.981 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.95601 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.753624 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.766125 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=20866088, min=0.0000, max=400.0000, sum=232730197.8107, mean=11.1535, sumOfSquares=NaN}}",{12=2.327301978107454E8}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,7,1,16.053369667,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.983 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.970505 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.755814 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.762062 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=6552236, min=0.0000, max=400.0000, sum=77010821.6103, mean=11.7534, sumOfSquares=NaN}}",{12=7.701082161030722E7}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,8,1,15.995903801,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.984 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.97775 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.756905 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.760033 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=1151695, min=0.0000, max=350.0000, sum=13502933.7801, mean=11.7244, sumOfSquares=NaN}}",{12=1.3502933780051231E7}
/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv,directCSV,9,1,16.082127675,"select count(CAST(column12 AS FLOAT)) as count_column12, min(CAST(column12 AS FLOAT)) as min_column12, max(CAST(column12 AS FLOAT)) as max_column12, sum(CAST(column12 AS FLOAT)) as sum_column12, avg(CAST(column12 AS FLOAT)) as avg_column12 from read_csv_auto('/data-nonraid/maroulis/data/taxi_data/yellow_tripdata_2014_cleaned.csv', ignore_errors = true) where CAST(column05 AS FLOAT) > CAST(-73.98325 AS FLOAT) AND CAST(column05 AS FLOAT) < CAST(-73.977005 AS FLOAT) AND CAST(column06 AS FLOAT) > CAST(40.75728 AS FLOAT) AND CAST(column06 AS FLOAT) < CAST(40.760406 AS FLOAT) AND (column12 >= 0.0 AND column12 <= 400.0 AND column04 <= 1000.0);",0,"{12=StatsDuckDB{count=1276398, min=0.0000, max=350.0000, sum=14550872.0900, mean=11.3999, sumOfSquares=NaN}}",{12=1.4550872090046883E7}
